                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    124,                0.26442,                0.25004,                0.91341,                0.97093,                0.95562,                0.97637,                0.83449,                0.31335,                0.63901,                0.62626,             0.00045686,             0.00045686,             0.00045686
                    125,                0.25454,                0.23758,                0.90557,                0.96882,                 0.9406,                0.97784,                 0.8407,                0.28224,                0.61739,                0.61702,             0.00045433,             0.00045433,             0.00045433
                    126,                0.25669,                0.24685,                0.90421,                0.90602,                0.97909,                0.98309,                0.82354,                0.28755,                0.65254,                0.62418,             0.00045179,             0.00045179,             0.00045179
                    127,                0.26486,                0.24433,                0.91682,                0.97256,                0.96385,                0.98583,                0.81534,                0.33238,                0.58468,                0.65309,             0.00044925,             0.00044925,             0.00044925
                    128,                0.26526,                0.24367,                 0.9156,                0.97594,                0.95513,                0.98547,                0.81965,                0.31649,                0.58629,                0.64077,             0.00044671,             0.00044671,             0.00044671
                    129,                0.24941,                0.22887,                0.91043,                0.95411,                0.96017,                0.98559,                0.83272,                0.28444,                0.56687,                 0.6127,             0.00044417,             0.00044417,             0.00044417
                    130,                0.25251,                0.23681,                0.91423,                0.94136,                0.97032,                0.98188,                0.83921,                0.27993,                0.54672,                0.61354,             0.00044164,             0.00044164,             0.00044164
                    131,                0.25093,                0.24574,                  0.905,                0.94624,                0.96363,                0.97804,                0.83617,                0.29493,                0.58901,                 0.6081,              0.0004391,              0.0004391,              0.0004391
                    132,                0.24009,                0.23794,                0.90096,                0.96069,                 0.9563,                0.98303,                 0.8542,                0.28116,                0.62388,                0.60252,             0.00043656,             0.00043656,             0.00043656
                    133,                 0.2552,                0.25032,                0.91479,                0.96893,                0.95928,                0.98557,                0.86025,                0.27717,                 0.5404,                0.59952,             0.00043402,             0.00043402,             0.00043402
                    134,                0.23609,                 0.2329,                0.90423,                0.96619,                 0.9758,                0.98801,                0.84214,                0.28577,                0.53854,                0.60776,             0.00043149,             0.00043149,             0.00043149
                    135,                0.25366,                0.24439,                0.90071,                0.97672,                 0.9489,                0.98361,                0.85291,                0.33013,                0.60649,                0.62808,             0.00042895,             0.00042895,             0.00042895
